176895423485372961392641857817264.95643159278259738614561423789738916542924587136,176895423485372961392641857817264395643159278259738614561423789738916542924587136,1
87645.921321769854954128736138942567742516398569837412495271683283694175617385249,876453921321769854954128736138942567742516398569837412495271683283694175617385249,1
251867943948135672736.49518825916734163574289479382156697453821312798465584621397,251867943948135672736249518825916734163574289479382156697453821312798465584621397,1
7143592682.6478139938612475825146397179583624643297581567831942482965713391724856,714359268256478139938612475825146397179583624643297581567831942482965713391724856,1
159768432346291578287.45619823417956561923784974856123698572341712634895435189267,159768432346291578287345619823417956561923784974856123698572341712634895435189267,1
58632749134185.672297641853635482917914573286872916345769134528153298764428765139,586327491341859672297641853635482917914573286872916345769134528153298764428765139,1
625143789738926514941785362196437258253819647487652931564298.73319574826872361495,625143789738926514941785362196437258253819647487652931564298173319574826872361495,1
239785641817426359465931827951347268784612935623598174.78269413142873596396154782,239785641817426359465931827951347268784612935623598174578269413142873596396154782,1
2635198474873261955918742366352874198729415631.9653728716438952924765381358192674,263519847487326195591874236635287419872941563149653728716438952924765381358192674,1
847312596361759428529846173436981752185427369792635841214593687978164235.53278914,847312596361759428529846173436981752185427369792635841214593687978164235653278914,1
7849651329521736843614825794973568212168943578357.1496543219768679548213128637945,784965132952173684361482579497356821216894357835721496543219768679548213128637945,1
582694173143827659769135842921378564678549321435261987814753296396482715.57916438,582694173143827659769135842921378564678549321435261987814753296396482715257916438,1
64325789128193647559741826332.694517964175328715382946859721634136849752472563189,643257891281936475597418263328694517964175328715382946859721634136849752472563189,1
342816795918573246765249138639.51824871492563524368971293685417486127359157934682,342816795918573246765249138639751824871492563524368971293685417486127359157934682,1
479135682285746931631829475742518369396274518158693247.13452796927361854564987123,479135682285746931631829475742518369396274518158693247813452796927361854564987123,1
28754936191483.725365217489758621943142398657639475812873154296421963578596782134,287549361914836725365217489758621943142398657639475812873154296421963578596782134,1
851793264794265318632148579529374681146982735378516492287659143465.31927913427856,851793264794265318632148579529374681146982735378516492287659143465831927913427856,1
286957314574381629913462857345278961728196543691543278462819735139725486.57634192,286957314574381629913462857345278961728196543691543278462819735139725486857634192,1
469721853351846792872593641985317426613482579.47965318136254987528679134794138265,469721853351846792872593641985317426613482579247965318136254987528679134794138265,1
8132954765743861922694.1538135728649987634251642519387451867923726943815398152764,813295476574386192269471538135728649987634251642519387451867923726943815398152764,1
152386.94748529163936147528274653819593218647861974235329865471415792386687431952,152386794748529163936147528274653819593218647861974235329865471415792386687431952,1
